rural_or_urban,State Name,District Name,Block/Tehsil Name,Village Name,town_municipalty_name,ward_name,si_no_of_water_body_within_village_town,unique_id,water_body_name,basin_name,sub_basin_name,ref_water_body_type_id_name,nature_of_storage,khasra_number,latitude_dec,longitude_dec,water_body_loc_name,water_body_ownership_name,ref_water_body_in_use_id_name,ref_reason_water_body_in_use_id1_name,cca_water_body,ipc_water_body,scheme_status_reason_name,water_body_nature_name,manmade_water_body_type_name,construcion_year,construction_cost,renovation_year,renovation_cost,ref_water_body_under_repair_renovation_restoration_id_name,scheme_under_revival_is_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,target_potential_revival,irrigation_potential_revived,water_spread_area_of_water_body,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage_name,filled_up_storage_space_name,no_town_cities_benefited,no_villages_benefited,no_people_benefited_by_water_body,ref_selection_id_wua_exists_name,extent_of_area_covered_by_wua,number_of_wua_formed,ref_selection_id_dip_sip_exists_name,ref_selection_id_water_body_encroached_name,ref_selection_id_encroachment_assessed_name,area_encroached_percentage,reason_water_body_in_use_name2,reason_water_body_in_use_name3
Rural,DELHI,SOUTH,MEHRAULI,KATWARIA SARAI,NA,NA,2,1/33/004/000010/000137/002,KATWARIA SARAI WB,NA,NA,Ponds,NA,265,28.538889,77.178889,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,18000,12000,Upto 3/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,DEFENCE COLONY,OKHLA,NA,NA,1,1/33/006/000018/000257/001,Okhla,NA,NA,Lakes,NA,NA,28.566111,77.293056,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1000,700,Upto 1/2,Filled up every year,1,1,100,Not Known,NA,NA,No,No,NA,NA,Ground water recharge,Recreation
Rural,DELHI,SOUH EAST,SARITA VIHAR,BADAR PUR,NA,NA,1,1/33/006/000016/000245/001,Badarpur,NA,NA,Others,Developed by Railway Track,24/20(04-16),28.508056,77.285000,Others,Other private body,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,GADAI PUR,NA,NA,1,1/33/004/000010/000133/001,NCC camp,NA,NA,Others,NCC Camp exist,512/1(15-13),28.477500,77.157222,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,MADAN PUR KHADAR,NA,NA,1,1/33/006/000016/000246/001,Madan Pur Khadar,NA,NA,Others,Barren land exist,Madan Pur Khaddar F/74,28.527778,77.315833,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,SULTANPUR,NA,NA,3,1/33/004/000010/000135/003,Sultan pur area,NA,NA,Others,farm house exist,595(0-11),28.490000,77.161389,Others,Individual,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,SULTANPUR,NA,NA,1,1/33/004/000010/000135/001,Sultanpur,NA,NA,Others,land,"32,13,22,32,33,24,325",28.494722,77.163889,Others,Individual,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,SAKET,NEB SARAI,NA,NA,3,1/33/004/000011/000145/003,neb sarai forest ,NA,NA,Others,Barren land exist,NA,28.499722,77.205278,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,RANI KHERA,NA,NA,5,1/33/003/000008/000109/005,NA,Ganga Basin,Yamuna Upper,Ponds,NA,42/13,28.700556,77.023056,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1320,1056,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,NANGLI POONA,NA,NA,1,1/33/001/000001/000018/001,Nangli Poona,NA,NA,Ponds,NA,3-11.1/2,28.771944,77.144167,Others,Group of Individuals,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,7200,7200,Upto 1/2,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,IBRAHIM PUR,NA,NA,1,1/33/001/000001/000010/001,Ibrahimpur,NA,NA,Ponds,NA,90 (4-09),28.773611,77.176667,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,4900,4900,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,AKBAR PUR MAZRA,NA,NA,1,1/33/001/000001/000001/001,Akburpur Mazra,Ganga Basin,Yamuna Middle,Ponds,NA,"62,63 min",28.834444,77.181389,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,14700,14700,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,BAKOLI,NA,NA,1,1/33/001/000001/000004/001,Bakoli Water Body ,Ganga Basin,Yamuna Middle,Ponds,NA,"13/6, 7, 8 & 13/4",28.807778,77.150000,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,1.17,2,1200,1200,Upto 1/4,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,FATEHPUR JAT,NA,NA,3,1/33/001/000001/000006/003,Fatehpur Jat Water Body,Ganga Basin,Yamuna Middle,Others,No Storage River Belt,NA,28.809444,77.192500,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,SEELAMPUR,KHAJURI KHAS,NA,NA,1,1/33/002/000006/000085/001,NA,Ganga Basin,Yamuna Middle,Ponds,NA,NA,28.711389,77.255556,Flood prone,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.6,1,6000,2000,Upto 1/4,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,KARAWAL NAGAR,KARAWAL NAGAR,NA,NA,1,1/33/002/000004/000079/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.726944,77.269444,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,ZIND PUR,NA,NA,1,1/33/001/000001/000012/001,ZINDPUR,Ganga Basin,Yamuna Middle,Others,No Storage MCD Park Developed,49,28.793056,77.155000,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,BHAKTAWAR PUR,NA,NA,6,1/33/001/000001/000003/006,Bakhtawarpur Water Body,Ganga Basin,Yamuna Middle,Others,No Storage Colony Developed,109 min (10-16),28.821389,77.172222,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,ALIPUR,HIRANKI,NA,NA,2,1/33/001/000001/000009/002,Hiranki water body,Ganga Basin,Yamuna Middle,Ponds,NA,56/2,28.807222,77.168611,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.7,5,34900,34900,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,TIGI PUR,NA,NA,4,1/33/001/000001/000032/004,Tigipur Water Body,Ganga Basin,Yamuna Middle,Others,No Storage encroachment in form of Park ,14/14 min,28.821944,77.188611,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,No,NA,NA,NA
Urban,DELHI,CENTRAL,NA,NA,NORTH DELHI MUNICIPAL CORPORATION,BURARI,7,2/33/010/276401/000016/007,Burari Garhi Shakti Enclave,Ganga Basin,Yamuna Middle,Ponds,NA,149/2/2,28.755833,77.191944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,3.48,2,69660,69660,Upto 1/2,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,KARAWAL NAGAR,SABHAPUR SHAHDARA,NA,NA,1,1/33/002/000004/000076/001,NA,NA,NA,Others,BUILT UP AREA,486,28.750000,77.256389,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,No,NA,NA,NA
Urban,DELHI,CENTRAL,NA,NA,NORTH DELHI MUNICIPAL CORPORATION,DELHI GATE,4,2/33/010/276401/000019/004,RAJGHAT,NA,NA,Others,NIL,NA,28.642500,77.245556,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Urban,DELHI,CENTRAL,NA,NA,NORTH DELHI MUNICIPAL CORPORATION,DELHI GATE,5,2/33/010/276401/000019/005,Firoz Shah Kotla Baoli,NA,NA,Others,Baoli,325,28.633611,77.248889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,ASOLA,NA,NA,1,1/33/004/000011/000140/001,Asola Jhod,NA,NA,Ponds,NA,NA,28.454167,77.208889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.04,5,100000,20000,Upto 1/2,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,ASOLA,NA,NA,2,1/33/004/000011/000140/002,ASOLA FOREST,NA,NA,Ponds,NA,NA,28.452222,77.208333,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.02,2,24000,2000,Upto 1/2,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,ASOLA,NA,NA,4,1/33/004/000011/000140/004,MCD SCHOOL,NA,NA,Others,MCD SCHOOL,483,28.456944,77.186667,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH EAST,DEFENCE COLONY,KIOTLA MUBARAKPUR,NA,NA,2,1/33/006/000018/000255/002,Park,NA,NA,Others,Park,391(1-7),28.565000,77.222500,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.227,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,MASJID MOTH,NA,NA,2,1/33/004/000012/000155/002,Park in said area,NA,NA,Others,Park exist,NA,28.558056,77.217222,Others,Muncipal authority,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,AYA NAGAR,NA,NA,2,1/33/004/000010/000129/002,Bus Stand Johad,NA,NA,Ponds,NA,"1,70,41,70,51,706",28.475278,77.130278,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,75000,75000,Full,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,JONA PUR,NA,NA,3,1/33/004/000010/000134/003,Near animal hospital,NA,NA,Others,park exist,194(11-7),28.464722,77.153611,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,50,NA,NA
Rural,DELHI,SOUTH,SAKET,TIGRI,NA,NA,1,1/33/004/000011/000152/001,BSF Camp,NA,NA,Others,Camp,191(5-8),28.511944,77.239722,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,SAKET,SAT BARI,NA,NA,1,1/33/004/000011/000147/001,Back side of Satbari,NA,NA,Others,plantation done,1049(05-01),28.473611,77.206111,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,DEVLI,NA,NA,4,1/33/004/000011/000143/004,Devli ,NA,NA,Others,Barren land,NA,28.493611,77.247222,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,TUGLAKABAD,NA,NA,2,1/33/006/000017/000252/002,Tughlakabad F,NA,NA,Others,Developed park by DDA,NA,28.508889,77.267778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,KANJHAWLA,MOHAMMAD PUR MAJRI,NA,NA,1,1/33/003/000007/000102/001,Near Balmiki Basti,Ganga Basin,Yamuna Upper,Ponds,NA,17/26,28.725556,77.038333,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,37642,30113,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,HAUZ RANI,NA,NA,1,1/33/004/000012/000167/001,DDA play ground exist,NA,NA,Others,play ground,NA,28.524444,77.211111,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,JAMROOD PUR,NA,NA,1,1/33/004/000012/000156/001,BUILDING DEVELOPED,NA,NA,Others,NO,32,28.556111,77.236667,Others,Other private body,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,MASJID MOTH,NA,NA,1,1/33/004/000012/000155/001,Park in said area,NA,NA,Others,Park exist,74/2,28.558889,77.215833,Others,Muncipal authority,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,SAKET,NEB SARAI,NA,NA,1,1/33/004/000011/000145/001,NA,NA,NA,Ponds,NA,NA,28.502778,77.201389,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,25000,20000,Upto 3/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,30,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,MEHRAULI,NA,NA,13,1/33/004/000010/000139/013,SANJAY VAN,NA,NA,Ponds,NA,NA,28.512500,77.145000,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,100,100,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,TUGLAKABAD,NA,NA,1,1/33/006/000017/000252/001,Tughlakabad F,NA,NA,Others,Structure developed in DDA Park,857 (0-4),28.508889,77.264167,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2015,1,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,TUGLAKABAD,NA,NA,3,1/33/006/000017/000252/003,Tughlakabad ,NA,NA,Others,Colony Developed and Building exists,1586 (0-11),28.494167,77.247500,Others,Muncipal authority,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,TUGLAKABAD,NA,NA,7,1/33/006/000017/000252/007,TUGLAKABAD FORT ,NA,NA,Others,Tuglakabad Fort,NA,28.508889,77.261667,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,TUGLAKABAD,NA,NA,9,1/33/006/000017/000252/009,Tughlakabad ,NA,NA,Others,School Developed by MCD,NA,28.514167,77.267778,Others,Muncipal authority,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,MODEL TOWN,DHEER PUR,NA,NA,2,1/33/001/000002/000036/002,Dhir Pur F Seventy Five,NA,NA,Others,nil ,NA,28.720278,77.208611,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,TUGLAKABAD,NA,NA,6,1/33/006/000017/000252/006,Tughlakabad ,NA,NA,Tank,NA,840 Sq. Mtr.,28.518889,77.256944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Man-made,Earthen,2015,1,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,5,5000,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,MODEL TOWN,AZADPUR,NA,NA,3,1/33/001/000002/000041/003,Azadpur F Seventy Six,NA,NA,Others,nil,63/4,28.727222,77.191944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,SARASWATI VIHAR,HAIDERPUR,NA,NA,6,1/33/003/000009/000123/006,In Prashant Vihar,Ganga Basin,Yamuna Upper,Others,Park,501,28.716944,77.135000,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,1998,100000,No,NA,NA,NA,NA,NA,NA,0.001,1,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,SARASWATI VIHAR,SHAKUR PUR,NA,NA,2,1/33/003/000009/000126/002,village shakur pur,Ganga Basin,Yamuna Upper,Others,park,"50/10,11,12,18",28.678056,77.153611,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2002,150000,No,NA,NA,NA,NA,NA,NA,0.001,1,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,MAHIPALPUR,NA,NA,1,1/33/011/000029/000344/001,Chatt ghat water body ,Ganga Basin,Yamuna Middle,Ponds,NA,451/1 & 524,28.546667,77.129722,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,100,20,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,SAMALKA,NA,NA,7,1/33/011/000029/000342/007,NO WATER BODY ,NA,NA,Others,no water body ,53,28.522222,77.099167,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,WEST,PATEL NAGAR,MATIALA,NA,NA,1,1/33/007/000019/000269/001,Matiala,Ganga Basin,Yamuna Middle,Ponds,NA,NA,28.669722,77.121667,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1200,1200,Nil/Negligible filled up,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,RAJOURI GARDEN,TIHAR,NA,NA,2,1/33/007/000021/000295/002,TIhar near BSES enforcement office,Ganga Basin,Yamuna Middle,Others,dumping yard ,1838(16-10),28.630278,77.111111,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,NITHARI,NA,NA,1,1/33/003/000008/000112/001,Near Govt School,Ganga Basin,Yamuna Upper,Others,Abandoned and encroached,24/26,28.706389,77.055833,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,DELHI CANT.,SHAHBAD MOHD. PUR,NA,NA,5,1/33/011/000030/000354/005,NO water body,NA,NA,Others,ROAD ,Jan-42,28.561389,77.056111,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NORTH WEST,KANJHAWLA,GARHI RINDHALA,NA,NA,1,1/33/003/000007/000095/001,Sh Daya Ram shop,Ganga Basin,Yamuna Upper,Ponds,NA,24,28.731111,76.960278,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,3285,2628,Nil/Negligible filled up,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,IBRAHIM PUR,NA,NA,2,1/33/001/000001/000010/002,Ibrahimpur,Ganga Basin,Yamuna Middle,Ponds,NA,113/2(3-10),28.775556,77.179167,Others,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.29,6,17700,17700,Upto 1/4,Usually filled up,1,1,5000,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,HAMIDPUR,NA,NA,1,1/33/001/000001/000008/001,Hamidpur Water Body ,Ganga Basin,Yamuna Middle,Ponds,NA,47/1,28.829722,77.148889,Others,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,2017,8258415,No,NA,NA,NA,NA,NA,NA,0.819,7,25950,25950,Upto 3/4,Filled up every year,1,1,3000,No,NA,NA,No,Yes,Yes,25,NA,NA
Rural,DELHI,EAST,MAYUR VIHAR,KONDLI,NA,NA,1,1/33/008/000024/000309/001,NA,NA,NA,Ponds,NA,NA,28.612222,77.312500,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,900,500,Upto 1/4,Never filled up,NA,NA,NA,No,NA,NA,Yes,No,NA,NA,NA,NA
